종목코드,종목명,종가,대비,등락률,상장시가총액
"178920","PI첨단소재","18000","480","2.74","528594.0"
"181710","NHN","19920","-430","-2.11","672621.0"
"214320","이노션","17850","-150","-0.83","714000.0"
"281820","케이씨텍","27800","0","0.00","575191.0"
"284740","쿠쿠홈시스","25350","-150","-0.59","568786.0"
"336370","솔루스첨단소재","8010","-250","-3.03","562441.0"
"025540","한국단자","62300","-300","-0.48","648855.0"
"036530","SNT홀딩스","39400","2000","5.35","642373.0"
"057050","현대홈쇼핑","50900","-700","-1.36","610800.0"
"069260","TKG휴켐스","16140","190","1.19","659780.0"
"075580","세진중공업","9280","-260","-2.73","527563.0"
"079900","전진건설로봇","50200","1050","2.14","732546.0"
"089590","제주항공","7010","110","1.59","565293.0"
"005690","파미셀","11200","-160","-1.41","672190.0"
"006380","카프로","3660","0","0.00","618540.0"
"006650","대한유화","82100","-2000","-2.38","533650.0"
"008730","율촌화학","28800","2100","7.87","714240.0"
"010780","아이에스동서","18880","-460","-2.38","569930.0"
"014830","유니드","92500","-1000","-1.07","626003.0"
"016380","KG스틸","5770","-120","-2.04","577051.0"
"293940","신한알파리츠","5740","30","0.53","694196.0"
"348950","제이알글로벌리츠","2755","20","0.73","543771.0"
"451800","한화리츠","3830","40","1.06","687868.0"
"000070","삼양홀딩스","63500","-1600","-2.46","543831.0"
"000640","동아쏘시오홀딩스","99300","-1800","-1.78","649068.0"
"000670","영풍","35850","-800","-2.18","685038.0"
"001430","세아베스틸지주","18630","160","0.87","668111.0"
"001570","금양","9900","0","0.00","633275.0"
"002030","아세아","268500","-4000","-1.47","559592.0"
"002350","넥센타이어","5860","-80","-1.35","572334.0"
"003470","유안타증권","3120","-45","-1.42","622741.0"
"003620","KG모빌리티","3380","-35","-1.02","683965.0"
"003850","보령","8350","-130","-1.53","716323.0"
"005250","녹십자홀딩스","13870","-30","-0.22","652281.0"
"383800","LX홀딩스","7040","-60","-0.85","537016.0"
"357120","코람코라이프인프라리츠","4560","50","1.11","443849.0"
"432320","KB스타리츠","4005","-10","-0.25","406164.0"
"448730","삼성FN리츠","4595","25","0.55","418375.0"
"000370","한화손해보험","4250","-25","-0.58","496140.0"
"000400","롯데손해보험","1528","-49","-3.11","474194.0"
"001060","JW중외제약","21650","-350","-1.59","504140.0"
"001500","현대차증권","6620","60","0.91","409335.0"
"002240","고려제강","17120","-240","-1.38","462240.0"
"002710","TCC스틸","18500","-620","-3.24","484953.0"
"002960","한국쉘석유","379500","10500","2.85","493350.0"
"003160","디아이","15790","310","2.00","446857.0"
"003280","흥아해운","1605","14","0.88","385882.0"
"003300","한일홀딩스","14370","-1360","-8.65","443069.0"
"003520","영진약품","2255","85","3.92","412423.0"
"003920","남양유업","76700","-5300","-6.46","470274.0"
"003960","사조대림","38000","-2000","-5.00","348250.0"
"004690","삼천리","105500","8700","8.99","427805.0"
"004700","조광피혁","52100","-1000","-1.88","346420.0"
"005090","SGC에너지","23450","100","0.43","337899.0"
"005390","신성통상","2430","0","0.00","349211.0"
"005610","SPC삼립","56400","-3000","-5.05","486676.0"
"005810","풍산홀딩스","29150","200","0.69","420264.0"
"005880","대한해운","1572","6","0.38","504942.0"
"007700","F&F홀딩스","12800","-240","-1.84","500664.0"
"009900","명신산업","8230","-270","-3.18","431829.0"
"013890","지누스","18090","-40","-0.22","402585.0"
"016590","신대양제지","8200","-90","-1.09","330442.0"
"016800","퍼시스","44000","-1150","-2.55","506000.0"
"017810","풀무원","12930","-1580","-10.89","492899.0"
"017860","DS단석","25250","-300","-1.17","444001.0"
"017940","E1","68000","2800","4.29","466480.0"
"018250","애경산업","14150","-330","-2.28","373701.0"
"019170","신풍제약","7450","-250","-3.25","394738.0"
"020000","한섬","15440","70","0.46","346439.0"
"024720","콜마홀딩스","9550","-180","-1.85","327529.0"
"025860","남해화학","7050","0","0.00","350236.0"
"026890","스틱인베스트먼트","10700","830","8.41","445956.0"
"027410","BGF","3685","50","1.38","352716.0"
"029530","신도리코","43250","-1500","-3.35","435961.0"
"031430","신세계인터내셔날","9980","-280","-2.73","352723.0"
"034120","SBS","23750","1000","4.40","440592.0"
"034310","NICE","11500","20","0.17","426977.0"
"037270","YG PLUS","5720","-50","-0.87","362816.0"
"058650","세아홀딩스","95100","-2300","-2.36","380400.0"
"060980","HL홀딩스","37700","-550","-1.44","354526.0"
"072710","농심홀딩스","71500","-100","-0.14","331602.0"
"084010","대한제강","16160","0","0.00","378377.0"
"084690","대상홀딩스","9310","-260","-2.72","337139.0"
"090460","비에이치","13100","-200","-1.50","451483.0"
"091810","티웨이항공","2135","-45","-2.06","459834.0"
"092790","넥스틸","13230","560","4.42","344006.0"
"093050","LF","15300","-40","-0.26","447372.0"
"093230","이아이디","1392","0","0.00","354103.0"
"093370","후성","4130","-130","-3.05","442965.0"
"097520","엠씨넥스","26600","-50","-0.19","478208.0"
"104700","한국철강","8670","-120","-1.37","316022.0"
"105630","한세실업","10630","-420","-3.80","425200.0"
"126560","현대퓨처넷","3195","-25","-0.78","352098.0"
"130660","한전산업","12310","1360","12.42","401306.0"
"145990","삼양사","48400","700","1.47","499171.0"
"161000","애경케미칼","9910","-330","-3.22","482109.0"
"170900","동아에스티","47200","-200","-0.42","441445.0"
"183190","아세아시멘트","11220","110","0.99","419031.0"
"192650","드림텍","5880","-210","-3.45","405073.0"
"195870","해성디에스","19450","-600","-2.99","330650.0"
"241590","화승엔터프라이즈","7990","-210","-2.56","484108.0"
"249420","일동제약","11430","-140","-1.21","320754.0"
"271940","일진하이솔루스","13780","260","1.92","500396.0"
"272450","진에어","9060","-150","-1.63","472932.0"
"306200","세아제강","167600","-900","-0.53","475364.0"
"322000","HD현대에너지솔루션","46500","6150","15.24","520800.0"
"344820","KCC글라스","29900","-200","-0.66","477518.0"
"377740","바이오노트","4635","-15","-0.32","473030.0"
"403550","쏘카","13700","-160","-1.15","449934.0"
"460860","동국제강","9210","-190","-2.02","456890.0"
"475560","더본코리아","27100","-550","-1.99","399380.0"
"499790","GS피앤엘","22200","-600","-2.63","440245.0"
"363280","티와이홀딩스","2240","-105","-4.48","112962.0"
"450140","코오롱모빌리티그룹","2065","-45","-2.13","129635.0"
"452260","한화갤러리아","1218","-26","-2.09","236121.0"
"460850","동국씨엠","6380","-80","-1.24","190753.0"
"462520","조선내화","13380","-180","-1.33","158622.0"
"480370","씨케이솔루션","11980","-430","-3.46","131000.0"
"487570","HS효성","39000","-50","-0.13","145311.0"
"053690","한미글로벌","16280","-140","-0.85","178389.0"
"058430","포스코스틸리온","37650","-650","-1.70","225900.0"
"058850","KTcs","2875","0","0.00","122719.0"
"063160","종근당바이오","22300","0","0.00","122337.0"
"068290","삼성출판사","17150","10","0.06","171500.0"
"069460","대호에이엘","1720","-115","-6.27","116675.0"
"070960","모나용평","4285","-40","-0.92","206251.0"
"071840","롯데하이마트","7450","-90","-1.19","175877.0"
"077500","유니퀘스트","6150","-90","-1.44","132841.0"
"078520","에이블씨엔씨","6980","-20","-0.29","181579.0"
"079430","현대리바트","7730","-80","-1.02","158738.0"
"081000","일진다이아","12480","-150","-1.19","177253.0"
"083420","그린케미칼","8460","-300","-3.42","203040.0"
"084680","이월드","1473","36","2.51","208881.0"
"089470","HDC현대EP","3750","65","1.76","119625.0"
"090350","노루페인트","7970","-380","-4.55","159400.0"
"092200","디아이씨","4905","-20","-0.41","190748.0"
"092220","KEC","740","-33","-4.27","148565.0"
"092230","KPX홀딩스","60900","-2500","-3.94","257281.0"
"094280","효성ITX","12110","-60","-0.49","139970.0"
"095570","AJ네트웍스","3670","-50","-1.34","166078.0"
"095720","웅진씽크빅","1664","-18","-1.07","192202.0"
"096760","JW홀딩스","3105","-30","-0.96","229537.0"
"100250","진양홀딩스","3055","-20","-0.65","170760.0"
"101140","인바이오젠","13860","-280","-1.98","139213.0"
"101530","해태제과식품","6630","-70","-1.04","193045.0"
"102260","동성케미컬","4000","-75","-1.84","200707.0"
"102460","이연제약","10910","-100","-0.91","202782.0"
"105840","우진","8150","500","6.54","164611.0"
"107590","미원홀딩스","73800","-200","-0.27","171216.0"
"108670","LX하우시스","29250","0","0.00","262304.0"
"117580","대성에너지","7570","-120","-1.56","208175.0"
"120030","조선선재","99600","-300","-0.30","125262.0"
"122900","아이마켓코리아","8010","0","0.00","267765.0"
"123690","한국화장품","6800","-220","-3.13","109262.0"
"123890","한국자산신탁","2400","10","0.42","293697.0"
"126720","수산인더스트리","21250","1820","9.37","303578.0"
"128820","대성산업","3420","0","0.00","154705.0"
"134380","미원화학","78000","0","0.00","171543.0"
"136490","선진","8070","270","3.46","191901.0"
"138490","코오롱ENP","6550","-80","-1.21","248900.0"
"139990","아주스틸","3830","0","0.00","148433.0"
"194370","제이에스코퍼레이션","8620","60","0.70","240999.0"
"200880","서연이화","11260","-490","-4.17","304340.0"
"210540","디와이파워","11900","30","0.25","131396.0"
"210980","SK디앤디","8510","-350","-3.95","158434.0"
"213500","한솔제지","8350","-90","-1.07","198735.0"
"214330","금호에이치티","654","-4","-0.61","139900.0"
"214390","경보제약","5290","-80","-1.49","126467.0"
"214420","토니모리","9000","-190","-2.07","216493.0"
"226320","잇츠한불","11860","-310","-2.55","260082.0"
"234080","JW생명과학","11760","-310","-2.57","186214.0"
"244920","에이플러스에셋","5300","90","1.73","119821.0"
"248170","샘표식품","26400","-400","-1.49","120603.0"
"267290","경동도시가스","18160","150","0.83","107061.0"
"267850","아시아나IDT","11590","-310","-2.61","128649.0"
"271980","제일약품","12000","-400","-3.23","176458.0"
"272550","삼양패키징","13430","-10","-0.07","205895.0"
"286940","롯데이노베이트","18610","-190","-1.01","281558.0"
"293480","하나제약","11260","-210","-1.83","200123.0"
"298000","효성화학","38900","0","0.00","147501.0"
"298690","에어부산","2110","-15","-0.71","246110.0"
"317400","자이에스앤디","3535","-55","-1.53","137096.0"
"339770","교촌에프앤비","5210","-110","-2.07","260318.0"
"010820","퍼스텍","3635","-65","-1.76","177286.0"
"011000","진원생명과학","2215","-110","-4.73","177286.0"
"011150","CJ씨푸드","3025","-35","-1.14","108691.0"
"011280","태림포장","2150","-15","-0.69","152233.0"
"011330","유니켐","1585","-64","-3.88","154189.0"
"011500","한농화성","14130","-360","-2.48","220951.0"
"011690","와이투솔루션","2880","-50","-1.71","105334.0"
"011760","현대코퍼레이션","22700","-750","-3.20","300298.0"
"011930","신성이엔지","1470","36","2.51","302597.0"
"012030","DB","1270","-20","-1.55","255491.0"
"012320","경동인베스트","56600","-900","-1.57","133860.0"
"012610","경인양행","3280","-20","-0.61","136502.0"
"012800","대창","1290","-22","-1.68","117571.0"
"013360","일성건설","2625","100","3.96","141815.0"
"013570","디와이","4080","-60","-1.45","107384.0"
"013580","계룡건설","20900","200","0.97","186656.0"
"014160","대영포장","1390","-128","-8.43","150668.0"
"014280","금강공업","4500","-220","-4.66","131982.0"
"014530","극동유화","3410","-45","-1.30","118905.0"
"014580","태경비케이","4565","-170","-3.59","125917.0"
"015230","대창단조","5300","10","0.19","151433.0"
"015360","INVENI","51200","-900","-1.73","307200.0"
"015590","DKME","515","0","0.00","122045.0"
"015860","일진홀딩스","4045","90","2.28","199611.0"
"015890","태경산업","4920","-75","-1.50","143805.0"
"016450","한세예스24홀딩스","3785","-40","-1.05","151400.0"
"016580","환인제약","11470","-30","-0.26","213343.0"
"016610","DB증권","6460","30","0.47","274204.0"
"016710","대성홀딩스","7890","320","4.23","126946.0"
"016880","웅진","1714","8","0.47","136995.0"
"017370","우신시스템","7430","360","5.09","136073.0"
"017390","서울가스","53500","700","1.33","267500.0"
"017550","수산세보틱스","1852","-26","-1.38","115563.0"
"017900","광전자","1844","1","0.05","106848.0"
"018470","조일알미늄","1583","-34","-2.10","200458.0"
"019440","세아특수강","13550","-10","-0.07","116124.0"
"019680","대교","2330","-5","-0.21","197358.0"
"020120","키다리스튜디오","3375","-80","-2.32","125090.0"
"023450","동남합성","33950","200","0.59","118825.0"
"024090","디씨엠","12710","-20","-0.16","144894.0"
"025000","KPX케미칼","44350","-1350","-2.95","214654.0"
"025820","이구산업","4275","5","0.12","142965.0"
"027970","한국제지","829","-11","-1.31","157658.0"
"028100","동아지질","14840","20","0.13","198700.0"
"029460","케이씨","20600","1560","8.19","272564.0"
"030210","다올투자증권","3250","-70","-2.11","197961.0"
"031440","신세계푸드","33350","-600","-1.77","129147.0"
"033180","KH 필룩스","26550","0","0.00","128405.0"
"033240","자화전자","12450","-580","-4.45","275841.0"
"033270","유나이티드제약","19170","-380","-1.94","313119.0"
"033530","SJG세종","4405","70","1.61","122551.0"
"033920","무학","7250","70","0.97","206625.0"
"034590","인천도시가스","24900","-50","-0.20","108931.0"
"034830","한국토지신탁","1092","17","1.58","275718.0"
"035000","HS애드","7030","-80","-1.13","116469.0"
"035150","백산","13920","-540","-3.73","295800.0"
"035510","신세계 I&C","12480","-190","-1.50","174482.0"
"036420","콘텐트리중앙","9170","-90","-0.97","176635.0"
"037560","LG헬로비전","2570","-35","-1.34","199038.0"
"037710","광주신세계","28000","-100","-0.36","222801.0"
"039570","HDC랩스","8790","-110","-1.24","228167.0"
"044450","KSS해운","9400","0","0.00","217007.0"
"044820","코스맥스비티아이","12740","-20","-0.16","122354.0"
"053210","스카이라이프","4375","-40","-0.91","207913.0"
"003460","유화증권","2420","-50","-2.02","137220.0"
"003480","한진중공업홀딩스","4795","-100","-2.04","141595.0"
"003580","HLB글로벌","3020","-105","-3.36","151659.0"
"003610","방림","3955","-55","-1.37","159000.0"
"003650","미창석유","102200","-200","-0.20","177794.0"
"003720","삼영","4050","-165","-3.91","137700.0"
"003830","대한화섬","122100","400","0.33","162149.0"
"004080","신흥","14600","0","0.00","138700.0"
"004090","한국석유","12130","-160","-1.30","153980.0"
"004140","동방","2430","25","1.04","116571.0"
"004150","한솔홀딩스","2570","-15","-0.58","105438.0"
"004250","NPC","4265","5","0.12","156611.0"
"004310","현대약품","3350","-70","-2.05","107200.0"
"004360","세방","12630","280","2.27","243869.0"
"004380","삼익THK","9960","0","0.00","209160.0"
"004430","송원산업","11770","-120","-1.01","282480.0"
"004560","현대비앤지스틸","11620","-350","-2.92","175216.0"
"004710","한솔테크닉스","5160","-80","-1.53","165687.0"
"004890","동일산업","43550","-100","-0.23","105618.0"
"004970","신라교역","8860","-530","-5.64","141760.0"
"004980","성신양회","8910","-130","-1.44","218438.0"
"005010","휴스틸","4730","-100","-2.07","265770.0"
"005430","한국공항","51400","-1400","-2.65","162751.0"
"005500","삼진제약","17450","-510","-2.84","242555.0"
"005680","삼영전자","10680","0","0.00","213600.0"
"005720","넥센","5250","-130","-2.42","281106.0"
"005870","휴니드","8400","-240","-2.78","118575.0"
"005950","이수화학","5420","-140","-2.52","123157.0"
"006060","화승인더","4870","-10","-0.20","269408.0"
"006110","삼아알미늄","21100","-950","-4.31","310421.0"
"006220","제주은행","9640","-20","-0.21","309721.0"
"006340","대원전선","2920","-20","-0.68","218939.0"
"006390","한일현대시멘트","15630","-290","-1.82","302092.0"
"006490","인스코비","1435","0","0.00","171710.0"
"006660","삼성공조","16280","380","2.39","132296.0"
"006840","AK홀딩스","10630","-50","-0.47","140822.0"
"006890","태경케미컬","11580","-290","-2.44","134328.0"
"007110","일신석재","2205","-30","-1.34","170792.0"
"007160","사조산업","38700","1200","3.20","193500.0"
"007210","벽산","2355","-30","-1.26","157455.0"
"007460","에이프로젠","668","-17","-2.48","208300.0"
"007540","샘표","41400","-600","-1.43","119058.0"
"007570","일양약품","12930","220","1.73","246778.0"
"007690","국도화학","32400","-550","-1.67","300051.0"
"007810","코리아써키트","10220","-780","-7.09","241404.0"
"007860","서연","7410","-340","-4.39","173986.0"
"008040","사조동아원","1073","30","2.88","151448.0"
"008060","대덕","7530","-320","-4.08","255193.0"
"008110","대동전자","15040","0","0.00","157776.0"
"008350","남선알미늄","1240","-32","-2.52","160058.0"
"008490","서흥","15920","-250","-1.55","184180.0"
"008700","아남전자","1434","-28","-1.92","110597.0"
"008970","동양철관","1368","36","2.70","217954.0"
"009070","KCTC","3920","-70","-1.75","117600.0"
"009160","SIMPAC","4270","75","1.79","279384.0"
"009270","신원","1695","-2","-0.12","169589.0"
"009290","광동제약","5470","-20","-0.36","286742.0"
"009470","삼화전기","28200","-850","-2.93","186510.0"
"009580","무림P&P","2835","-80","-2.74","176814.0"
"009680","모토닉","9460","10","0.11","265353.0"
"010100","한국무브넥스","4045","-90","-2.18","123172.0"
"010580","에스엠벡셀","1224","4","0.33","136172.0"
"010690","화신","8100","-20","-0.25","282855.0"
"010770","평화홀딩스","8300","-190","-2.24","121391.0"
"088260","이리츠코크렙","4735","25","0.53","299922.0"
"334890","이지스밸류리츠","4725","-25","-0.53","243070.0"
"350520","이지스레지던스리츠","4260","0","0.00","157050.0"
"377190","디앤디플랫폼리츠","3265","15","0.46","288626.0"
"396690","미래에셋글로벌리츠","2800","30","1.08","110897.0"
"400760","NH올원리츠","3665","25","0.69","160409.0"
"404990","신한서부티엔디리츠","3480","-20","-0.57","194726.0"
"417310","코람코더원리츠","5250","50","0.96","212100.0"
"000020","동화약품","6300","-100","-1.56","175968.0"
"000050","경방","7780","490","6.72","213291.0"
"000140","하이트진로홀딩스","8610","60","0.70","199810.0"
"000300","DH오토넥스","1984","0","0.00","161600.0"
"000320","노루홀딩스","15270","-350","-2.24","202956.0"
"000390","삼화페인트","5910","-140","-2.31","160773.0"
"000430","대원강업","3865","50","1.31","239630.0"
"000480","CR홀딩스","5120","-170","-3.21","240079.0"
"000490","대동","10900","310","2.93","279630.0"
"000520","삼일제약","12140","-670","-5.23","263339.0"
"000540","흥국화재","3900","395","11.27","250546.0"
"000680","LS네트웍스","3630","-20","-0.55","286055.0"
"000700","유수홀딩스","5480","0","0.00","142709.0"
"000860","강남제비스코","12040","-640","-5.05","156520.0"
"000970","한국주철관","6920","-150","-2.12","157779.0"
"001020","페이퍼코리아","780","-18","-2.26","138827.0"
"001080","만호제강","27400","400","1.48","113710.0"
"001130","대한제분","134000","-4000","-2.90","226460.0"
"001200","유진투자증권","2795","-270","-8.81","270742.0"
"001230","동국홀딩스","7550","-50","-0.66","240094.0"
"001250","GS글로벌","2560","-5","-0.19","211286.0"
"001270","부국증권","29950","350","1.18","310578.0"
"001340","PKC","5830","-150","-2.51","261874.0"
"001360","삼성제약","1459","-33","-2.21","137382.0"
"001390","KG케미칼","3920","-65","-1.63","268399.0"
"001460","BYC","32900","-850","-2.52","205498.0"
"001510","SK증권","518","2","0.39","244802.0"
"001520","동양","550","-1","-0.18","131276.0"
"001630","종근당홀딩스","48450","-950","-1.92","242728.0"
"001750","한양증권","14830","810","5.78","188764.0"
"001780","알루코","2365","-15","-0.63","229003.0"
"001790","대한제당","2750","20","0.73","246666.0"
"001820","삼화콘덴서","24600","-550","-2.19","255717.0"
"001940","KISCO홀딩스","21350","-350","-1.61","302666.0"
"002020","코오롱","22200","-750","-3.27","280307.0"
"002100","경농","9280","10","0.11","181169.0"
"002150","도화엔지니어링","6530","-40","-0.61","220192.0"
"002170","삼양통상","48450","-750","-1.52","145350.0"
"002200","한국수출포장","2800","-15","-0.53","112000.0"
"002310","아세아제지","7080","40","0.57","294758.0"
"002320","한진","19620","-40","-0.20","293272.0"
"002390","한독","11370","-220","-1.90","156491.0"
"002450","삼익악기","1239","-9","-0.72","112168.0"
"002620","제일파마홀딩스","7960","-20","-0.25","127148.0"
"002630","오리엔트바이오","1469","20","1.38","174198.0"
"002700","신일전자","1497","-10","-0.66","106358.0"
"002780","진흥기업","733","-11","-1.48","106631.0"
"002810","삼영무역","14350","70","0.49","265001.0"
"002900","TYM","5300","40","0.76","238770.0"
"003000","부광약품","3980","-95","-2.33","272450.0"
"003060","에이프로젠바이오로직스","645","-20","-3.01","127973.0"
"003070","코오롱글로벌","8790","-10","-0.11","166419.0"
"003120","일성아이에스","17120","20","0.12","227696.0"
"003200","일신방직","9350","-40","-0.43","214676.0"
